student_id,department,faculty,domicile,status,gender,age,application_date
STU00297,Biology,Science,Home,Enrolled,Non-binary,25.0,2023-02-24 23:32:22.618849
STU00298,English,Arts & Humanities,Home,Enrolled,Female,22.0,2023-02-25 02:51:44.587155
STU00299,History,Arts & Humanities,Home,Enrolled,Non-binary,21.0,2023-02-25 06:11:06.555462
STU00300,Engineering,Engineering,International,Enrolled,Female,24.0,2023-02-25 09:30:28.523769
STU00301,Engineering,Engineering,International,Enrolled,Female,20.0,2023-02-25 12:49:50.492076
STU00302,Sociology,Social Sciences,International,Enrolled,Male,24.0,2023-02-25 16:09:12.460383
STU00303,Engineering,Engineering,Home,Rejected,Male,,2023-02-25 19:28:34.428690
STU00304,Psychology,Social Sciences,Home,Enrolled,Female,25.0,2023-02-25 22:47:56.396997
STU00305,Music,Arts & Humanities,International,Enrolled,Male,23.0,2023-02-26 02:07:18.365304
STU00306,Classics,Arts & Humanities,Home,Enrolled,Male,18.0,2023-02-26 05:26:40.333611
STU00307,Computer Science,Science,Home,Rejected,Male,23.0,2023-02-26 08:46:02.301918
STU00308,Engineering,Engineering,International,Enrolled,Male,24.0,2023-02-26 12:05:24.270225
STU00309,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,22.0,2023-02-26 15:24:46.238532
STU00310,Engineering,Engineering,Home,Enrolled,Male,22.0,2023-02-26 18:44:08.206839
STU00311,Engineering,Engineering,Home,Enrolled,Female,22.0,2023-02-26 22:03:30.175145
STU00312,Mathematics,Science,Home,Rejected,Female,24.0,2023-02-27 01:22:52.143452
STU00313,Physics,Science,International,Rejected,Male,21.0,2023-02-27 04:42:14.111759
STU00314,Philosophy,Arts & Humanities,International,Enrolled,,21.0,2023-02-27 08:01:36.080066
STU00315,Veterinary Medicine,Clinical Medicine,Home,Rejected,Male,20.0,2023-02-27 11:20:58.048373
STU00316,Engineering,Engineering,International,Rejected,Female,18.0,2023-02-27 14:40:20.016680
STU00317,Chemistry,Science,Home,Enrolled,Female,19.0,2023-02-27 17:59:41.984987
STU00318,Politics,Social Sciences,Home,Enrolled,Female,,2023-02-27 21:19:03.953294
STU00319,Music,Arts & Humanities,Home,Enrolled,Female,19.0,2023-02-28 00:38:25.921601
STU00320,Engineering,Engineering,Home,Rejected,Male,23.0,2023-02-28 03:57:47.889908
STU00321,Engineering,Engineering,Home,Enrolled,Female,22.0,2023-02-28 07:17:09.858215
STU00322,Civil Engineering,Engineering,Home,Enrolled,Male,18.0,2023-02-28 10:36:31.826522
STU00323,Pharmacology,Clinical Medicine,International,Rejected,Female,19.0,2023-02-28 13:55:53.794829
STU00324,Engineering,Engineering,Home,Enrolled,Male,21.0,2023-02-28 17:15:15.763135
STU00325,English,Arts & Humanities,Home,Rejected,Female,19.0,2023-02-28 20:34:37.731442
STU00326,Medicine,Clinical Medicine,Home,Enrolled,Female,19.0,2023-02-28 23:53:59.699749
STU00327,Computer Science,Science,Home,Rejected,Female,20.0,2023-03-01 03:13:21.668056
STU00328,Engineering,Engineering,Home,Rejected,Male,20.0,2023-03-01 06:32:43.636363
STU00329,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,20.0,2023-03-01 09:52:05.604670
STU00330,Engineering,Engineering,International,Enrolled,Female,25.0,2023-03-01 13:11:27.572977
STU00331,PHARMACOLOGY,Clinical Medicine,Home,Rejected,Male,19.0,2023-03-01 16:30:49.541284
STU00332,Physics,Science,International,Enrolled,Female,22.0,2023-03-01 19:50:11.509591
STU00333,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,23.0,2023-03-01 23:09:33.477898
STU00334,Classics,Arts & Humanities,Home,Enrolled,Female,19.0,2023-03-02 02:28:55.446205
STU00335,Engineering,Engineering,International,Rejected,Female,18.0,2023-03-02 05:48:17.414512
STU00336,Engineering,Engineering,Home,Enrolled,Female,23.0,2023-03-02 09:07:39.382819
STU00337,Physics,Science,International,Enrolled,Male,22.0,2023-03-02 12:27:01.351125
STU00338,Pharmacology,Clinical Medicine,Home,Rejected,Male,22.0,2023-03-02 15:46:23.319432
STU00339,Biology,Science,Home,Enrolled,Male,19.0,2023-03-02 19:05:45.287739
STU00340,Computer Science,Science,International,Rejected,Female,21.0,2023-03-02 22:25:07.256046
STU00341,Veterinary Medicine,Clinical Medicine,International,Rejected,Male,20.0,2023-03-03 01:44:29.224353
STU00342,Physics,Science,Home,Enrolled,Male,19.0,2023-03-03 05:03:51.192660
STU00343,ENGLISH,Arts & Humanities,Home,Enrolled,Male,24.0,2023-03-03 08:23:13.160967
STU00344,Mathematics,Science,Home,Rejected,Female,19.0,2023-03-03 11:42:35.129274
STU00345,Computer Science,Science,Home,Enrolled,Male,22.0,2023-03-03 15:01:57.097581
STU00346,Engineering,Engineering,International,Rejected,Male,19.0,2023-03-03 18:21:19.065888
STU00347,Chemical Engineering,Engineering,International,Rejected,Female,22.0,2023-03-03 21:40:41.034195
STU00348,Physics,Science,International,Enrolled,Female,18.0,2023-03-04 01:00:03.002502
STU00349,Politics,Social Sciences,International,Enrolled,Female,20.0,2023-03-04 04:19:24.970809
STU00350,Chemistry,Science,international,Enrolled,Female,18.0,2023-03-04 07:38:46.939115
STU00351,Civil Engineering,Engineering,International,Enrolled,Male,24.0,2023-03-04 10:58:08.907422
STU00352,Sociology,Social Sciences,Home,Enrolled,Male,23.0,2023-03-04 14:17:30.875729
STU00353,Engineering,Engineering,Home,Rejected,Female,18.0,2023-03-04 17:36:52.844036
STU00354,Classics,Arts & Humanities,Home,Rejected,Male,25.0,2023-03-04 20:56:14.812343
STU00355,Chemical Engineering,Engineering,Home,Rejected,Male,24.0,2023-03-05 00:15:36.780650
STU00356,Mathematics,Science,International,Enroled,Female,19.0,2023-03-05 03:34:58.748957
STU00357,Chemical Engineering,Engineering,Home,Rejected,Male,18.0,2023-03-05 06:54:20.717264
STU00358,Physics,Science,Home,Rejected,Female,25.0,2023-03-05 10:13:42.685571
STU00359,Classics,Arts & Humanities,Home,Rejected,Male,23.0,2023-03-05 13:33:04.653878
STU00360,Biology,Science,INTERNATIONAL,Enrolled,Female,22.0,2023-03-05 16:52:26.622185
STU00361,Medicine,Clinical Medicine,Home,Rejected,Male,19.0,2023-03-05 20:11:48.590492
STU00362,Computer Science,Science,Home,Enrolled,Male,23.0,2023-03-05 23:31:10.558798
STU00363,Psychology,Social Sciences,Home,enrolled,Male,25.0,2023-03-06 02:50:32.527105
STU00364,Economics,Social Sciences,Home,Enrolled,Non-binary,22.0,2023-03-06 06:09:54.495412
STU00365,Chemistry,Science,International,Rejected,Female,20.0,2023-03-06 09:29:16.463719
STU00366,Psychology,Social Sciences,International,Rejected,Female,24.0,2023-03-06 12:48:38.432026
STU00367,Physics,Science,Home,Enrolled,Male,22.0,2023-03-06 16:08:00.400333
STU00368,Medicine,Clinical Medicine,International,Rejected,Female,19.0,2023-03-06 19:27:22.368640
STU00369,English,Arts & Humanities,International,Rejected,Female,23.0,2023-03-06 22:46:44.336947
STU00370,Engineering,Engineering,Home,Enrolled,Male,25.0,2023-03-07 02:06:06.305254
STU00371,Sociology,Social Sciences,International,Rejected,Male,20.0,2023-03-07 05:25:28.273561
STU00372,Medicine,Clinical Medicine,Home,Enrolled,Male,18.0,2023-03-07 08:44:50.241868
STU00373,Medicine,Clinical Medicine,Home,Rejected,,21.0,2023-03-07 12:04:12.210175
STU00374,Geography,Social Sciences,International,Enrolled,Female,19.0,2023-03-07 15:23:34.178482
STU00375,Computer Science,Science,Home,Enrolled,Male,22.0,2023-03-07 18:42:56.146788
STU00376,History,Arts & Humanities,International,Enrolled,Female,25.0,2023-03-07 22:02:18.115095
STU00377,Geography,Social Sciences,International,Rejected,Female,18.0,2023-03-08 01:21:40.083402
STU00378,Computer Science,Science,Home,Enrolled,Female,18.0,2023-03-08 04:41:02.051709
STU00379,Computer Science,Science,Home,Enrolled,Female,18.0,2023-03-08 08:00:24.020016
STU00380,Engineering,Engineering,International,Enrolled,Male,21.0,2023-03-08 11:19:45.988323
STU00381,Medicine,Clinical Medicine,Home,Rejected,Female,25.0,2023-03-08 14:39:07.956630
STU00382,Computer Science,Science,International,Enrolled,Male,20.0,2023-03-08 17:58:29.924937
STU00383,Computer Science,Science,Home,Enrolled,Female,21.0,2023-03-08 21:17:51.893244
STU00384,Chemistry,Science,Home,Enrolled,Male,18.0,2023-03-09 00:37:13.861551
STU00385,Chemistry,Science,Home,Rejected,Female,25.0,2023-03-09 03:56:35.829858
STU00386,Computer Science,Science,Home,Enrolled,Female,25.0,2023-03-09 07:15:57.798165
STU00387,Classics,Arts & Humanities,Home,Rejected,Male,18.0,2023-03-09 10:35:19.766472
STU00388,Biology,Science,International,Enrolled,Male,20.0,2023-03-09 13:54:41.734778
STU00389,Engineering,Engineering,Home,Enrolled,Male,,2023-03-09 17:14:03.703085
STU00390,Geography,Social Sciences,International,Enrolled,Male,22.0,2023-03-09 20:33:25.671392
STU00391,Engineering,Engineering,International,Enrolled,Female,19.0,2023-03-09 23:52:47.639699
STU00392,Psychology,Social Sciences,International,Rejected,Female,20.0,2023-03-10 03:12:09.608006
STU00393,Computer Science,Science,HOME,Enrolled,Male,19.0,2023-03-10 06:31:31.576313
STU00394,Psychology,Social Sciences,Home,Enrolled,Male,19.0,2023-03-10 09:50:53.544620
STU00395,English,Arts & Humanities,Home,Enrolled,Male,21.0,2023-03-10 13:10:15.512927
STU00396,Computer Science,Science,Home,Enroled,Female,21.0,2023-03-10 16:29:37.481234
STU00397,Biology,Science,HOME,Enrolled,Female,24.0,2023-03-10 19:48:59.449541
STU00398,Psychology,Social Sciences,Home,Enrolled,Male,20.0,2023-03-10 23:08:21.417848
STU00399,Politics,Social Sciences,Home,Rejected,Female,21.0,2023-03-11 02:27:43.386155
STU00400,Economics,Social Sciences,Home,Enrolled,Female,20.0,2023-03-11 05:47:05.354462
STU00401,Biology,Science,International,Enrolled,Male,19.0,2023-03-11 09:06:27.322768
STU00402,Mathematics,Science,international,Enrolled,Female,24.0,2023-03-11 12:25:49.291075
STU00403,Economics,Social Sciences,International,Enrolled,Male,23.0,2023-03-11 15:45:11.259382
STU00404,Engineering,Engineering,International,Enrolled,Female,25.0,2023-03-11 19:04:33.227689
STU00405,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,18.0,2023-03-11 22:23:55.195996
STU00406,Mathematics,Science,International,Rejected,Female,24.0,2023-03-12 01:43:17.164303
STU00407,Philosophy,Arts & Humanities,Home,Enrolled,Female,18.0,2023-03-12 05:02:39.132610
STU00408,Sociology,Social Sciences,International,Enrolled,Female,19.0,2023-03-12 08:22:01.100917
STU00409,Politics,Social Sciences,Home,Rejected,Female,,2023-03-12 11:41:23.069224
STU00410,Computer Science,Science,Home,Enrolled,Male,19.0,2023-03-12 15:00:45.037531
STU00411,Pharmacology,Clinical Medicine,Home,Enrolled,Male,22.0,2023-03-12 18:20:07.005838
STU00412,Medicine,Clinical Medicine,Home,Enrolled,Female,25.0,2023-03-12 21:39:28.974145
STU00413,Geography,Social Sciences,International,Enrolled,Male,21.0,2023-03-13 00:58:50.942452
STU00414,Physics,Science,International,Enrolled,Female,22.0,2023-03-13 04:18:12.910758
STU00415,Mathematics,Science,Home,Enrolled,Female,24.0,2023-03-13 07:37:34.879065
STU00416,English,Arts & Humanities,Home,Enrolled,Male,20.0,2023-03-13 10:56:56.847372
STU00417,Physics,Science,Home,Rejected,Female,18.0,2023-03-13 14:16:18.815679
STU00418,Economics,Social Sciences,Home,Enrolled,Female,25.0,2023-03-13 17:35:40.783986
STU00419,Engineering,Engineering,Home,Enrolled,Female,19.0,2023-03-13 20:55:02.752293
STU00420,History,Arts & Humanities,International,Enrolled,Female,22.0,2023-03-14 00:14:24.720600
STU00421,Chemistry,Science,Home,Rejected,Male,18.0,2023-03-14 03:33:46.688907
STU00422,Politics,Social Sciences,International,Enrolled,Male,21.0,2023-03-14 06:53:08.657214
STU00423,Mathematics,Science,International,Enrolled,Female,19.0,2023-03-14 10:12:30.625521
STU00424,Medicine,Clinical Medicine,Home,Rejected,Male,21.0,2023-03-14 13:31:52.593828
STU00425,Economics,Social Sciences,Home,Enrolled,Female,21.0,2023-03-14 16:51:14.562135
STU00426,Physics,Science,Home,Enrolled,Male,21.0,2023-03-14 20:10:36.530442
STU00427,Geography,Social Sciences,Home,Rejected,Female,20.0,2023-03-14 23:29:58.498748
STU00428,English,Arts & Humanities,Home,Rejected,Male,25.0,2023-03-15 02:49:20.467055
STU00429,Medicine,Clinical Medicine,Home,Enrolled,Male,20.0,2023-03-15 06:08:42.435362
STU00430,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,18.0,2023-03-15 09:28:04.403669
STU00431,Philosophy,Arts & Humanities,Home,Enrolled,Female,23.0,2023-03-15 12:47:26.371976
STU00432,BIOLOGY,Science,International,Rejected,Female,24.0,2023-03-15 16:06:48.340283
STU00433,Mathematics,Science,International,Rejected,Male,25.0,2023-03-15 19:26:10.308590
STU00434,Chemical Engineering,Engineering,International,Rejected,Male,18.0,2023-03-15 22:45:32.276897
STU00435,Sociology,Social Sciences,International,Enrolled,Female,20.0,2023-03-16 02:04:54.245204
STU00436,HISTORY,Arts & Humanities,Home,Rejected,Female,18.0,2023-03-16 05:24:16.213511
STU00437,Physics,Science,Home,Enrolled,Male,19.0,2023-03-16 08:43:38.181818
STU00438,Engineering,Engineering,Home,Enrolled,Male,21.0,2023-03-16 12:03:00.150125
STU00439,Biology,Science,Home,Rejected,Male,23.0,2023-03-16 15:22:22.118432
STU00440,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,23.0,2023-03-16 18:41:44.086738
STU00441,Geography,Social Sciences,Home,Enrolled,Male,19.0,2023-03-16 22:01:06.055045
STU00442,Civil Engineering,Engineering,Home,Rejected,Female,19.0,2023-03-17 01:20:28.023352
STU00443,Psychology,Social Sciences,Home,Rejected,Male,24.0,2023-03-17 04:39:49.991659
STU00444,Chemical Engineering,Engineering,Home,Enrolled,Male,24.0,2023-03-17 07:59:11.959966
STU00445,Engineering,Engineering,Home,Enrolled,Male,19.0,2023-03-17 11:18:33.928273
STU00446,Psychology,Social Sciences,Home,Enrolled,Female,25.0,2023-03-17 14:37:55.896580
STU00447,Medicine,Clinical Medicine,Home,Enrolled,Female,24.0,2023-03-17 17:57:17.864887
STU00448,Economics,Social Sciences,International,Enrolled,Male,25.0,2023-03-17 21:16:39.833194
STU00449,Pharmacology,Clinical Medicine,Home,Rejected,Female,23.0,2023-03-18 00:36:01.801501
STU00450,Psychology,Social Sciences,Home,Enrolled,Female,21.0,2023-03-18 03:55:23.769808
STU00451,Engineering,Engineering,Home,Enrolled,Male,22.0,2023-03-18 07:14:45.738115
STU00452,Medicine,Clinical Medicine,Home,Rejected,Female,20.0,2023-03-18 10:34:07.706422
STU00453,Economics,Social Sciences,International,Enrolled,Male,18.0,2023-03-18 13:53:29.674728
STU00454,Physics,Science,Home,Enrolled,Male,19.0,2023-03-18 17:12:51.643035
STU00455,Physics,Science,Home,Enrolled,Male,25.0,2023-03-18 20:32:13.611342
STU00456,Politics,Social Sciences,Home,Enrolled,Female,23.0,2023-03-18 23:51:35.579649
STU00457,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,22.0,2023-03-19 03:10:57.547956
STU00458,Sociology,Social Sciences,Home,Enrolled,Female,20.0,2023-03-19 06:30:19.516263
STU00459,Politics,Social Sciences,International,Rejected,Female,21.0,2023-03-19 09:49:41.484570
STU00460,Physics,Science,Home,Enrolled,Female,25.0,2023-03-19 13:09:03.452877
STU00461,History,Arts & Humanities,International,Enrolled,Male,21.0,2023-03-19 16:28:25.421184
STU00462,Computer Science,Science,Home,Enrolled,Female,25.0,2023-03-19 19:47:47.389491
STU00463,Physics,Science,Home,Enrolled,Male,24.0,2023-03-19 23:07:09.357798
STU00464,Computer Science,Science,Home,Enrolled,Male,21.0,2023-03-20 02:26:31.326105
STU00465,Sociology,Social Sciences,Home,Enrolled,Male,24.0,2023-03-20 05:45:53.294412
STU00466,Music,Arts & Humanities,International,Enrolled,Male,20.0,2023-03-20 09:05:15.262718
STU00467,Physics,Science,international,Enrolled,Female,18.0,2023-03-20 12:24:37.231025
STU00468,Medicine,Clinical Medicine,Home,Rejected,Female,18.0,2023-03-20 15:43:59.199332
STU00469,Medicine,Clinical Medicine,Home,Rejected,Female,25.0,2023-03-20 19:03:21.167639
STU00470,History,Arts & Humanities,International,Rejected,Male,18.0,2023-03-20 22:22:43.135946
STU00471,Chemistry,Science,Home,Rejected,Non-binary,24.0,2023-03-21 01:42:05.104253
STU00472,Sociology,Social Sciences,International,Rejected,Male,19.0,2023-03-21 05:01:27.072560
STU00473,Chemistry,Science,International,Rejected,Male,21.0,2023-03-21 08:20:49.040867
STU00474,Mathematics,Science,International,Rejected,Male,18.0,2023-03-21 11:40:11.009174
STU00475,Biology,Science,Home,Enrolled,Female,24.0,2023-03-21 14:59:32.977481
STU00476,Engineering,Engineering,Home,Enrolled,Male,20.0,2023-03-21 18:18:54.945788
STU00477,Psychology,Social Sciences,Home,Enrolled,Male,21.0,2023-03-21 21:38:16.914095
STU00478,Medicine,Clinical Medicine,Home,Rejected,Male,19.0,2023-03-22 00:57:38.882402
STU00479,Engineering,Engineering,Home,Enrolled,Male,,2023-03-22 04:17:00.850708
STU00480,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Male,20.0,2023-03-22 07:36:22.819015
STU00481,Computer Science,Science,Home,Enrolled,Male,18.0,2023-03-22 10:55:44.787322
STU00482,English,Arts & Humanities,International,Enrolled,,25.0,2023-03-22 14:15:06.755629
STU00483,Computer Science,Science,Home,Enrolled,Female,24.0,2023-03-22 17:34:28.723936
STU00484,Medicine,Clinical Medicine,International,Rejected,Female,23.0,2023-03-22 20:53:50.692243
STU00485,Engineering,Engineering,International,Rejected,Female,18.0,2023-03-23 00:13:12.660550
STU00486,Chemical Engineering,Engineering,Home,Enrolled,Female,19.0,2023-03-23 03:32:34.628857
STU00487,Biology,Science,International,Rejected,Non-binary,23.0,2023-03-23 06:51:56.597164
STU00488,Medicine,Clinical Medicine,Home,Rejected,Female,22.0,2023-03-23 10:11:18.565471
STU00489,Sociology,Social Sciences,International,Rejected,Female,22.0,
STU00490,Psychology,Social Sciences,Home,Rejected,Male,21.0,2023-03-23 16:50:02.502085
STU00491,Physics,Science,International,Rejected,Male,19.0,2023-03-23 20:09:24.470391
STU00492,Physics,Science,International,Enrolled,Female,23.0,2023-03-23 23:28:46.438698
STU00493,Biology,Science,Home,Enrolled,Female,18.0,2023-03-24 02:48:08.407005
STU00494,English,Arts & Humanities,Home,Enrolled,Male,23.0,2023-03-24 06:07:30.375312
STU00495,Computer Science,Science,Home,Rejected,Male,19.0,2023-03-24 09:26:52.343619
STU00496,Medicine,Clinical Medicine,Home,Rejected,Female,25.0,2023-03-24 12:46:14.311926
STU00497,Chemistry,Science,Home,Enrolled,Female,23.0,2023-03-24 16:05:36.280233
STU00498,Mathematics,Science,Home,Rejected,Male,19.0,2023-03-24 19:24:58.248540
STU00499,Economics,Social Sciences,Home,Enrolled,Male,21.0,2023-03-24 22:44:20.216847
STU00500,Classics,Arts & Humanities,Home,Rejected,Male,23.0,2023-03-25 02:03:42.185154
STU00501,Politics,Social Sciences,Home,Rejected,Male,19.0,2023-03-25 05:23:04.153461
STU00502,English,Arts & Humanities,Home,Enrolled,Male,21.0,2023-03-25 08:42:26.121768
STU00503,Chemistry,Science,Home,Rejected,Male,21.0,2023-03-25 12:01:48.090075
STU00504,PSYCHOLOGY,Social Sciences,Home,Rejected,,22.0,2023-03-25 15:21:10.058381
STU00505,English,Arts & Humanities,Home,Enrolled,Female,24.0,2023-03-25 18:40:32.026688
STU00506,Politics,Social Sciences,International,Rejected,Male,19.0,2023-03-25 21:59:53.994995
STU00507,Music,Arts & Humanities,International,Rejected,Male,25.0,
STU00508,Biology,Science,Home,Enrolled,Female,19.0,2023-03-26 04:38:37.931609
STU00509,History,Arts & Humanities,Home,Rejected,Female,22.0,2023-03-26 07:57:59.899916
STU00510,Computer Science,Science,International,Enrolled,Female,23.0,2023-03-26 11:17:21.868223
STU00511,Mathematics,Science,Home,Enrolled,Male,19.0,2023-03-26 14:36:43.836530
STU00512,Computer Science,Science,International,Rejected,Male,25.0,2023-03-26 17:56:05.804837
STU00513,Medicine,Clinical Medicine,Home,Rejected,Male,24.0,
STU00514,COMPUTER SCIENCE,Science,International,Enrolled,Female,22.0,2023-03-27 00:34:49.741451
STU00515,Medicine,Clinical Medicine,Home,Enrolled,Female,19.0,2023-03-27 03:54:11.709758
STU00516,Pharmacology,Clinical Medicine,International,Rejected,Male,22.0,2023-03-27 07:13:33.678065
STU00517,Physics,Science,International,Rejected,Non-binary,20.0,2023-03-27 10:32:55.646371
STU00518,History,Arts & Humanities,HOME,Enrolled,Male,21.0,2023-03-27 13:52:17.614678
STU00519,English,Arts & Humanities,International,Enrolled,Female,18.0,2023-03-27 17:11:39.582985
STU00520,Sociology,Social Sciences,International,Enrolled,Male,20.0,2023-03-27 20:31:01.551292
STU00521,Civil Engineering,Engineering,International,Enrolled,Female,24.0,2023-03-27 23:50:23.519599
STU00522,Computer Science,Science,Home,Enrolled,Female,18.0,2023-03-28 03:09:45.487906
STU00523,Politics,Social Sciences,Home,Enrolled,Male,19.0,2023-03-28 06:29:07.456213
STU00524,Veterinary Medicine,Clinical Medicine,International,Rejected,Male,21.0,2023-03-28 09:48:29.424520
STU00525,Politics,Social Sciences,International,Enrolled,Male,23.0,2023-03-28 13:07:51.392827
STU00526,Medicine,Clinical Medicine,International,Rejected,Male,23.0,2023-03-28 16:27:13.361134
STU00527,Chemical Engineering,Engineering,Home,Enrolled,Male,23.0,2023-03-28 19:46:35.329441
STU00528,Mathematics,Science,International,Enrolled,Non-binary,25.0,2023-03-28 23:05:57.297748
STU00529,English,Arts & Humanities,Home,Enrolled,Female,20.0,2023-03-29 02:25:19.266055
STU00530,Music,Arts & Humanities,Home,Rejected,Non-binary,22.0,2023-03-29 05:44:41.234361
STU00531,Classics,Arts & Humanities,Home,Rejected,Female,22.0,2023-03-29 09:04:03.202668
STU00532,Geography,Social Sciences,INTERNATIONAL,Enrolled,Female,23.0,2023-03-29 12:23:25.170975
STU00533,Psychology,Social Sciences,International,Enrolled,Female,18.0,2023-03-29 15:42:47.139282
STU00534,Physics,Science,Home,Enrolled,Female,22.0,2023-03-29 19:02:09.107589
STU00535,Medicine,Clinical Medicine,International,Rejected,Non-binary,20.0,2023-03-29 22:21:31.075896
STU00536,VETERINARY MEDICINE,Clinical Medicine,Home,Rejected,Female,20.0,2023-03-30 01:40:53.044203
STU00537,Mathematics,Science,International,Rejected,Female,22.0,2023-03-30 05:00:15.012510
STU00538,Psychology,Social Sciences,Home,Rejected,Female,20.0,2023-03-30 08:19:36.980817
STU00539,Medicine,Clinical Medicine,Home,Rejected,Non-binary,20.0,2023-03-30 11:38:58.949124
STU00540,Classics,Arts & Humanities,Home,Enrolled,Female,19.0,2023-03-30 14:58:20.917431
STU00541,Pharmacology,Clinical Medicine,Home,Rejected,Female,23.0,2023-03-30 18:17:42.885738
STU00542,Chemical Engineering,Engineering,International,Enrolled,Female,25.0,2023-03-30 21:37:04.854045
STU00543,Classics,Arts & Humanities,Home,Enrolled,Male,20.0,2023-03-31 00:56:26.822351
STU00544,English,Arts & Humanities,International,Enrolled,Male,18.0,2023-03-31 04:15:48.790658
STU00545,Computer Science,Science,International,Enrolled,Male,23.0,2023-03-31 07:35:10.758965
STU00546,Geography,Social Sciences,International,Enrolled,Female,25.0,2023-03-31 10:54:32.727272
STU00547,Chemical Engineering,Engineering,International,Rejected,,20.0,2023-03-31 14:13:54.695579
STU00548,Chemistry,Science,Home,Rejected,Female,19.0,2023-03-31 17:33:16.663886
STU00549,Medicine,Clinical Medicine,Home,Rejected,Male,24.0,2023-03-31 20:52:38.632193
STU00550,History,Arts & Humanities,Home,Enrolled,Male,20.0,2023-04-01 00:12:00.600500
STU00551,Medicine,Clinical Medicine,Home,Enrolled,Non-binary,23.0,2023-04-01 03:31:22.568807
STU00552,Politics,Social Sciences,International,Rejected,Female,23.0,2023-04-01 06:50:44.537114
STU00553,Philosophy,Arts & Humanities,Home,Enrolled,Male,22.0,2023-04-01 10:10:06.505421
STU00554,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,22.0,2023-04-01 13:29:28.473728
STU00555,Engineering,Engineering,Home,Rejected,Male,20.0,2023-04-01 16:48:50.442035
STU00556,Psychology,Social Sciences,International,Enrolled,Male,25.0,2023-04-01 20:08:12.410341
STU00557,Classics,Arts & Humanities,Home,Enrolled,Female,19.0,2023-04-01 23:27:34.378648
STU00558,Civil Engineering,Engineering,Home,Enrolled,Female,18.0,2023-04-02 02:46:56.346955
STU00559,Veterinary Medicine,Clinical Medicine,International,Enrolled,Male,19.0,2023-04-02 06:06:18.315262
STU00560,COMPUTER SCIENCE,Science,International,Rejected,Non-binary,24.0,2023-04-02 09:25:40.283569
STU00561,Biology,Science,Home,Enrolled,Female,21.0,2023-04-02 12:45:02.251876
STU00562,Computer Science,Science,home,Rejected,Male,19.0,2023-04-02 16:04:24.220183
STU00563,Economics,Social Sciences,Home,Rejected,Female,21.0,2023-04-02 19:23:46.188490
STU00564,Computer Science,Science,Home,Rejected,Male,21.0,2023-04-02 22:43:08.156797
STU00565,Engineering,Engineering,Home,Enrolled,Non-binary,22.0,2023-04-03 02:02:30.125104
STU00566,Pharmacology,Clinical Medicine,Home,Rejected,Female,19.0,2023-04-03 05:21:52.093411
STU00567,Philosophy,Arts & Humanities,Home,Rejected,Female,25.0,2023-04-03 08:41:14.061718
STU00568,Chemical Engineering,Engineering,International,Enrolled,Female,19.0,2023-04-03 12:00:36.030025
STU00569,Politics,Social Sciences,international,Enrolled,Male,24.0,2023-04-03 15:19:57.998331
STU00570,Pharmacology,Clinical Medicine,Home,Rejected,Female,23.0,2023-04-03 18:39:19.966638
STU00571,Medicine,Clinical Medicine,Home,Rejected,Female,18.0,2023-04-03 21:58:41.934945
STU00572,Biology,Science,International,Enrolled,Male,23.0,2023-04-04 01:18:03.903252
STU00573,MEDICINE,Clinical Medicine,Home,Rejected,Male,24.0,2023-04-04 04:37:25.871559
STU00574,Chemical Engineering,Engineering,Home,Rejected,Male,23.0,2023-04-04 07:56:47.839866
STU00575,Physics,Science,International,Enrolled,Female,,2023-04-04 11:16:09.808173
STU00576,Veterinary Medicine,Clinical Medicine,International,Rejected,Male,22.0,2023-04-04 14:35:31.776480
STU00577,SOCIOLOGY,Social Sciences,Home,Enrolled,Male,19.0,2023-04-04 17:54:53.744787
STU00578,Economics,Social Sciences,Home,Rejected,Female,25.0,2023-04-04 21:14:15.713094
STU00579,Biology,Science,International,Enrolled,Female,24.0,2023-04-05 00:33:37.681401
STU00580,Medicine,Clinical Medicine,Home,Rejected,Female,22.0,2023-04-05 03:52:59.649708
STU00581,Physics,Science,International,Enrolled,Female,24.0,2023-04-05 07:12:21.618015
STU00582,Engineering,Engineering,International,Rejected,Female,24.0,2023-04-05 10:31:43.586321
STU00583,Pharmacology,Clinical Medicine,International,Rejected,Female,19.0,2023-04-05 13:51:05.554628
STU00584,Philosophy,Arts & Humanities,International,Rejected,Male,22.0,2023-04-05 17:10:27.522935
STU00585,Engineering,Engineering,Home,Enrolled,Female,23.0,2023-04-05 20:29:49.491242
STU00586,Physics,Science,Home,Enrolled,Female,24.0,2023-04-05 23:49:11.459549
STU00587,Economics,Social Sciences,International,Enrolled,Female,24.0,2023-04-06 03:08:33.427856
STU00588,Psychology,Social Sciences,Home,Enrolled,,22.0,2023-04-06 06:27:55.396163
STU00589,Computer Science,Science,Home,Enrolled,Female,25.0,2023-04-06 09:47:17.364470
